Date,Average
2018-03-02,7176.01
2018-03-01,7212.75
2018-02-28,7329.905
2018-02-27,7384.22
2018-02-26,7391.05
2018-02-23,7285.165
2018-02-22,7237.885
2018-02-21,7278.375
2018-02-20,7250.975
2018-02-16,7264.82
2018-02-15,7193.66
2018-02-14,7064.56
2018-02-13,6981.92
2018-02-12,6951.655
2018-02-09,6773.84
2018-02-08,6925.38
2018-02-07,7110.93
2018-02-06,6975.685
2018-02-05,7122.445
2018-02-02,7301.305
2018-02-01,7401.685
2018-01-31,7417.555
2018-01-30,7403.82
2018-01-29,7478.08
2018-01-26,7468.495
2018-01-25,7423.555
2018-01-24,7431.535
2018-01-23,7444.285
2018-01-22,7370.42
2018-01-19,7316.83
2018-01-18,7295
2018-01-17,7269.34
2018-01-16,7268.13
2018-01-12,7235.22
2018-01-11,7187.505
2018-01-10,7132.88
2018-01-09,7164.72
2018-01-08,7142.72
2018-01-05,7117.06
2018-01-04,7085.215
2018-01-03,7042.925
2018-01-02,6965.495
2017-12-29,6929.185
2017-12-28,6945.775
2017-12-27,6943.36
2017-12-26,6928.85
2017-12-22,6953.35
2017-12-21,6976.92
2017-12-20,6963.335
2017-12-19,6973.685
2017-12-18,6989.715
2017-12-15,6908.635
2017-12-14,6876.38
2017-12-13,6884.745
2017-12-12,6870.55
2017-12-11,6862.34
2017-12-08,6851.045
2017-12-07,6803.745
2017-12-06,6760.775
2017-12-05,6794.385
2017-12-04,6834.96
2017-12-01,6804.665
2017-11-30,6863.565
2017-11-29,6851.14
2017-11-28,6890.2
2017-11-27,6882.66
2017-11-24,6881.88
2017-11-22,6866.9
2017-11-21,6841.34
2017-11-20,6787.66
2017-11-17,6787.59
2017-11-16,6774.5
2017-11-15,6696.315
2017-11-14,6726.45
2017-11-13,6744.865
2017-11-10,6742.345
2017-11-09,6723.105
2017-11-08,6772.495
2017-11-07,6772.935
2017-11-06,6776.92
2017-11-03,6739.035
2017-11-02,6698.76
2017-11-01,6725.57
2017-10-31,6721.77
2017-10-30,6702.27
2017-10-27,6666.955
2017-10-26,6566.395
2017-10-25,6559.285
2017-10-24,6596.98
2017-10-23,6611.36
2017-10-20,6631.475
2017-10-19,6581.91
2017-10-18,6624.535
2017-10-17,6620.905
2017-10-16,6619.765
2017-10-13,6609.39
2017-10-12,6599.91
2017-10-11,6591.1
2017-10-10,6585.04
2017-10-09,6585.89
2017-10-06,6578.51
2017-10-05,6567.43
2017-10-04,6529.79
2017-10-03,6520.945
2017-10-02,6505.68
2017-09-29,6476.42
2017-09-28,6441.945
2017-09-27,6439.005
2017-09-26,6384.785
2017-09-25,6376.005
2017-09-22,6415.175
2017-09-21,6426.935
2017-09-20,6440.14
2017-09-19,6457.27
2017-09-18,6458.09
2017-09-15,6441.96
2017-09-14,6439.68
2017-09-13,6446.81
2017-09-12,6442.28
2017-09-11,6424.91
2017-09-08,6373.185
2017-09-07,6396.44
2017-09-06,6381.8
2017-09-05,6380.55
2017-09-01,6433.76
2017-08-31,6409.425
2017-08-30,6339.02
2017-08-29,6269.995
2017-08-28,6280.055
2017-08-25,6282.91
2017-08-24,6273.71
2017-08-23,6277.295
2017-08-22,6272.025
2017-08-21,6202.06
2017-08-18,6223.8
2017-08-17,6278.07
2017-08-16,6352.415
2017-08-15,6337.745
2017-08-14,6326.19
2017-08-11,6241.54
2017-08-10,6266.345
2017-08-09,6332.24
2017-08-08,6389.615
2017-08-07,6371.13
2017-08-04,6345.61
2017-08-03,6349.835
2017-08-02,6353.82
2017-08-01,6360.75
2017-07-31,6367.69
2017-07-28,6358.46
2017-07-27,6389.73
2017-07-26,6424.34
2017-07-25,6411.16
2017-07-24,6399.155
2017-07-21,6376.95
2017-07-20,6381.97
2017-07-19,6374.96
2017-07-18,6317.81
2017-07-17,6319.155
2017-07-14,6300.23
2017-07-13,6266.355
2017-07-12,6251.23
2017-07-11,6175.225
2017-07-10,6166.55
2017-07-07,6138.075
2017-07-06,6104.97
2017-07-05,6132.02
2017-07-03,6141.74
2017-06-30,6149.835
2017-06-29,6152.205
2017-06-28,6191.545
2017-06-27,6190.47
2017-06-26,6268.44
2017-06-23,6244.075
2017-06-22,6239.82
2017-06-21,6218.76
2017-06-20,6210.475
2017-06-19,6218.655
2017-06-16,6143.53
2017-06-15,6139
2017-06-14,6195.54
2017-06-13,6203.225
2017-06-12,6147.235
2017-06-09,6239.69
2017-06-08,6303.495
2017-06-07,6284.98
2017-06-06,6287.035
2017-06-05,6301.38
2017-06-02,6281.265
2017-06-01,6223.76
2017-05-31,6193.03
2017-05-30,6208.77
2017-05-26,6204.09
2017-05-25,6195.93
2017-05-24,6152.71
2017-05-23,6136.35
2017-05-22,6116.58
2017-05-19,6088.39
2017-05-18,6035.13
2017-05-17,6066.175
2017-05-16,6154.63
2017-05-15,6138.915
2017-05-12,6114.13
2017-05-11,6097.94
2017-05-10,6117.755
2017-05-09,6120.295
2017-05-08,6094.59
2017-05-05,6083.96
2017-05-04,6067.575
2017-05-03,6065.12
2017-05-02,6092.14
2017-05-01,6081.04
2017-04-28,6057.375
2017-04-27,6041.145
2017-04-26,6031.305
2017-04-25,6019.335
2017-04-24,5980.085
2017-04-21,5909.33
2017-04-20,5903.215
2017-04-19,5875.505
2017-04-18,5844.305
2017-04-17,5837.495
2017-04-13,5830.845
2017-04-12,5849.265
2017-04-11,5849.115
2017-04-10,5886.705
2017-04-07,5873.79
2017-04-06,5872.9
2017-04-05,5896.325
2017-04-04,5890.075
2017-04-03,5898.33
2017-03-31,5914.79
2017-03-30,5905.385
2017-03-29,5885.9
2017-03-28,5858.78
2017-03-27,5809.295
2017-03-24,5833.39
2017-03-23,5824.9
2017-03-22,5803.735
2017-03-21,5859.395
2017-03-20,5901.62
2017-03-17,5901.515
2017-03-16,5899.36
2017-03-15,5884.68
2017-03-14,5846.19
2017-03-13,5869.13
2017-03-10,5854.02
2017-03-09,5832.31
2017-03-08,5846.63
2017-03-07,5843.045
2017-03-06,5842.6
2017-03-03,5856.11
2017-03-02,5876.655
2017-03-01,5888.79
2017-02-28,5836.145
2017-02-27,5844.45
2017-02-24,5822.93
2017-02-23,5838.255
2017-02-22,5856.345
2017-02-21,5857.695
2017-02-17,5819.69
2017-02-16,5815.93
2017-02-15,5799.325
2017-02-14,5765.915
2017-02-13,5761.455
2017-02-10,5730.425
2017-02-09,5703.93
2017-02-08,5668.175
2017-02-07,5677.21
2017-02-06,5659.23
2017-02-03,5657.21
2017-02-02,5636.205
2017-02-01,5641.57
2017-01-31,5595.62
2017-01-30,5607.425
2017-01-27,5655.675
2017-01-26,5658.63
2017-01-25,5646.46
2017-01-24,5582.51
2017-01-23,5543.415
2017-01-20,5558.29
2017-01-19,5549.95
2017-01-18,5545.375
2017-01-17,5542.135
2017-01-13,5570.73
2017-01-12,5523.745
2017-01-11,5544.055
2017-01-10,5546.18
2017-01-09,5529.11
2017-01-06,5509.665
2017-01-05,5480.105
2017-01-04,5461.295
2017-01-03,5425.28
2016-12-30,5406.895
2016-12-29,5432.905
2016-12-28,5466.805
2016-12-27,5490.99
2016-12-23,5452.225
2016-12-22,5452.39
2016-12-21,5475.785
2016-12-20,5480.59
2016-12-19,5459.98
2016-12-16,5450.295
2016-12-15,5462.255
2016-12-14,5450.99
2016-12-13,5458.735
2016-12-12,5414.66
2016-12-09,5438.64
2016-12-08,5407.31
2016-12-07,5352.62
2016-12-06,5316.965
2016-12-05,5295.33
2016-12-02,5256.905
2016-12-01,5282.275
2016-11-30,5358.415
2016-11-29,5382.21
2016-11-28,5380.59
2016-11-25,5389.1
2016-11-23,5365.68
2016-11-22,5378.93
2016-11-21,5351.995
2016-11-18,5331.165
2016-11-17,5311.105
2016-11-16,5275.755
2016-11-15,5261.655
2016-11-14,5219.605
2016-11-11,5210.36
2016-11-10,5224
2016-11-09,5201.425
2016-11-08,5179.735
2016-11-07,5146.09
2016-11-04,5060.96
2016-11-03,5084.29
2016-11-02,5127.13
2016-11-01,5156.725
2016-10-31,5196.63
2016-10-28,5205.555
2016-10-27,5242.935
2016-10-26,5258.95
2016-10-25,5294.42
2016-10-24,5300.365
2016-10-21,5242.445
2016-10-20,5234.07
2016-10-19,5244.04
2016-10-18,5251.855
2016-10-17,5208.005
2016-10-14,5236.125
2016-10-13,5199.01
2016-10-12,5242.975
2016-10-11,5274.625
2016-10-10,5329.125
2016-10-07,5291.225
2016-10-06,5298.6
2016-10-05,5317.435
2016-10-04,5297.65
2016-10-03,5295.275
2016-09-30,5301.88
2016-09-29,5285.76
2016-09-28,5302.73
2016-09-27,5279.065
2016-09-26,5268.615
2016-09-23,5315.67
2016-09-22,5331.905
2016-09-21,5266.67
2016-09-20,5250.3
2016-09-19,5251.99
2016-09-16,5233.785
2016-09-15,5215.515
2016-09-14,5180.445
2016-09-13,5163.15
2016-09-12,5157.84
2016-09-09,5175.92
2016-09-08,5259.71
2016-09-07,5274.765
2016-09-06,5259.955
2016-09-02,5247.205
2016-09-01,5209.65
2016-08-31,5205.535
2016-08-30,5223.615
2016-08-29,5233.73
2016-08-26,5222.625
2016-08-25,5216.115
2016-08-24,5234.315
2016-08-23,5266.82
2016-08-22,5238.38
2016-08-19,5231.73
2016-08-18,5232.505
2016-08-17,5213.66
2016-08-16,5237.52
2016-08-15,5256.25
2016-08-12,5224.44
2016-08-11,5223.27
2016-08-10,5210.88
2016-08-09,5226.745
2016-08-08,5215.29
2016-08-05,5206.74
2016-08-04,5159.695
2016-08-03,5144.09
2016-08-02,5145.41
2016-08-01,5179.03
2016-07-29,5157.93
2016-07-28,5145.455
2016-07-27,5135.86
2016-07-26,5103.24
2016-07-25,5091.69
2016-07-22,5083.815
2016-07-21,5081.945
2016-07-20,5076.085
2016-07-19,5040.24
2016-07-18,5046.83
2016-07-15,5031.665
2016-07-14,5035.165
2016-07-13,5019.6
2016-07-12,5020.89
2016-07-11,4989.52
2016-07-08,4930.135
2016-07-07,4871.345
2016-07-06,4823.53
2016-07-05,4818.21
2016-07-01,4858.67
2016-06-30,4808.815
2016-06-29,4759.965
2016-06-28,4668.455
2016-06-27,4619.645
2016-06-24,4748.32
2016-06-23,4884.72
2016-06-22,4852.965
2016-06-21,4839.39
2016-06-20,4858.33
2016-06-17,4813.68
2016-06-16,4813.32
2016-06-15,4849.245
2016-06-14,4837.47
2016-06-13,4869.895
2016-06-10,4899.265
2016-06-09,4953.02
2016-06-08,4968.225
2016-06-07,4969.83
2016-06-06,4962.505
2016-06-03,4933.93
2016-06-02,4947.795
2016-06-01,4941.09
2016-05-31,4937.24
2016-05-27,4918
2016-05-26,4898.325
2016-05-25,4888.935
2016-05-24,4829.31
2016-05-23,4778.275
2016-05-20,4755.35
2016-05-19,4706.825
2016-05-18,4733.385
2016-05-17,4739.77
2016-05-16,4757.99
2016-05-13,4733.775
2016-05-12,4744.815
2016-05-11,4786.275
2016-05-10,4784.75
2016-05-09,4753.5
2016-05-06,4710.22
2016-05-05,4727.15
2016-05-04,4732.775
2016-05-03,4770.57
2016-05-02,4794.925
2016-04-29,4774.365
2016-04-28,4842.74
2016-04-27,4849.645
2016-04-26,4895.21
2016-04-25,4891.62
2016-04-22,4896.84
2016-04-21,4949.625
2016-04-20,4948.805
2016-04-19,4942.095
2016-04-18,4938.21
2016-04-15,4937.945
2016-04-14,4946.555
2016-04-13,4927.755
2016-04-12,4844.255
2016-04-11,4865.475
2016-04-08,4863.98
2016-04-07,4866.49
2016-04-06,4885.395
2016-04-05,4855.66
2016-04-04,4901.46
2016-04-01,4874.575
2016-03-31,4877.855
2016-03-30,4879.245
2016-03-29,4799.545
2016-03-28,4773.7
2016-03-24,4754.135
2016-03-23,4791.02
2016-03-22,4808.655
2016-03-21,4800.115
2016-03-18,4788.495
2016-03-17,4763.03
2016-03-16,4745.615
2016-03-15,4723.67
2016-03-14,4746.89
2016-03-11,4724.85
2016-03-10,4662.065
2016-03-09,4659.445
2016-03-08,4668.95
2016-03-07,4703.005
2016-03-04,4717.295
2016-03-03,4691.09
2016-03-02,4684.755
2016-03-01,4635.675
2016-02-29,4588.68
2016-02-26,4599.815
2016-02-25,4549.545
2016-02-24,4486.68
2016-02-23,4529.5
2016-02-22,4561.51
2016-02-19,4484.125
2016-02-18,4515.62
2016-02-17,4502.145
2016-02-16,4406.24
2016-02-12,4307.14
2016-02-11,4251.49
2016-02-10,4325.175
2016-02-09,4276.045
2016-02-08,4257.17
2016-02-05,4421.78
2016-02-04,4504.755
2016-02-03,4485.895
2016-02-02,4546.51
2016-02-01,4601.15
2016-01-29,4562.625
2016-01-28,4490.655
2016-01-27,4509.84
2016-01-26,4543.37
2016-01-25,4552.61
2016-01-22,4565.725
2016-01-21,4484.585
2016-01-20,4414.155
2016-01-19,4490.67
2016-01-15,4469.93
2016-01-14,4560.57
2016-01-13,4615.77
2016-01-12,4666.415
2016-01-11,4628.4
2016-01-08,4690.21
2016-01-07,4738.095
2016-01-06,4835.365
2016-01-05,4899.735
2016-01-04,4875.035
2015-12-31,5032.535
2015-12-30,5084.015
2015-12-29,5091.44
2015-12-28,5020.17
2015-12-25,0
2015-12-24,5053.465
2015-12-23,5033.265
2015-12-22,4985.925
2015-12-21,4948.925
2015-12-18,4958.91
2015-12-17,5045.565
2015-12-16,5035.81
2015-12-15,5006.765
2015-12-14,4912.595
2015-12-11,4962.43
2015-12-10,5047.48
2015-12-09,5053.245
2015-12-08,5078.73
2015-12-07,5111.005
2015-12-04,5095.245
2015-12-03,5078.16
2015-12-02,5146.96
2015-12-01,5138.24
2015-11-30,5120.03
2015-11-27,5121.43
2015-11-26,0
2015-11-25,5112.635
2015-11-24,5080.445
2015-11-23,5106.465
2015-11-20,5103.39
2015-11-19,5079.865
2015-11-18,5040.235
2015-11-17,4999.595
2015-11-16,4946.785
2015-11-13,4957.205
2015-11-12,5033.475
2015-11-11,5088.935
2015-11-10,5069.05
2015-11-09,5099.77
2015-11-06,5119.995
2015-11-05,5126.675
2015-11-04,5142.675
2015-11-03,5136.575
2015-11-02,5095.99
2015-10-30,5069.485
2015-10-29,5075.76
2015-10-28,5057.645
2015-10-27,5024.575
2015-10-26,5028.95
2015-10-23,5024.045
2015-10-22,4894.395
2015-10-21,4870.655
2015-10-20,4887.985
2015-10-19,4890.66
2015-10-16,4869.115
2015-10-15,4832.695
2015-10-14,4795.855
2015-10-13,4826.1
2015-10-12,4832.455
2015-10-09,4822.985
2015-10-08,4778.5
2015-10-07,4759.93
2015-10-06,4747.58
2015-10-05,4763.075
2015-10-02,4630.06
2015-10-01,4593.72
2015-09-30,4589.67
2015-09-29,4541.56
2015-09-28,4597.31
2015-09-25,4722.35
2015-09-24,4708.165
2015-09-23,4757.885
2015-09-22,4746.595
2015-09-21,4838.685
2015-09-18,4848.9
2015-09-17,4920.685
2015-09-16,4870.795
2015-09-15,4837.22
2015-09-14,4811.54
2015-09-11,4792.745
2015-09-10,4786.425
2015-09-09,4804.805
2015-09-08,4784.965
2015-09-07,0
2015-09-04,4685.245
2015-09-03,4761.045
2015-09-02,4704.695
2015-09-01,4668.52
2015-08-31,4794.015
2015-08-28,4812.58
2015-08-27,4770.25
2015-08-26,4617
2015-08-25,4597.82
2015-08-24,4493.52
2015-08-21,4781.395
2015-08-20,4932
2015-08-19,5026.89
2015-08-18,5070.055
2015-08-17,5057.555
2015-08-14,5032.25
2015-08-13,5050.535
2015-08-12,5000.77
2015-08-11,5051.39
2015-08-10,5096.79
2015-08-07,5030.855
2015-08-06,5092.67
2015-08-05,5153.56
2015-08-04,5109.18
2015-08-03,5112.7
2015-07-31,5138.695
2015-07-30,5103.135
2015-07-29,5098.94
2015-07-28,5061.65
2015-07-27,5052.785
2015-07-24,5126.025
2015-07-23,5167.32
2015-07-22,5165.26
2015-07-21,5212.65
2015-07-20,5216.715
2015-07-17,5196.695
2015-07-16,5145.87
2015-07-15,5106.72
2015-07-14,5095.82
2015-07-13,5055.745
2015-07-10,4987.28
2015-07-09,4951.295
2015-07-08,4933.48
2015-07-07,4952.1
2015-07-06,4990.82
2015-07-03,0
2015-07-02,5009.105
2015-07-01,5016.505
2015-06-30,4988.51
2015-06-29,5003.62
2015-06-26,5091.145
2015-06-25,5121.935
2015-06-24,5143
2015-06-23,5151.37
2015-06-22,5152.455
2015-06-19,5127.055
2015-06-18,5112.675
2015-06-17,5061.18
2015-06-16,5042.81
2015-06-15,5010.655
2015-06-12,5055.6
2015-06-11,5088.22
2015-06-10,5055.415
2015-06-09,5000.82
2015-06-08,5041.53
2015-06-05,5050.25
2015-06-04,5073.7
2015-06-03,5099.795
2015-06-02,5073.685
2015-06-01,5072.34
2015-05-29,5078.495
2015-05-28,5093.45
2015-05-27,5075.455
2015-05-26,5048.955
2015-05-25,0
2015-05-22,5094.515
2015-05-21,5080.37
2015-05-20,5073.865
2015-05-19,5075.075
2015-05-18,5061.02
2015-05-15,5048.745
2015-05-14,5025.685
2015-05-13,4995.23
2015-05-12,4963.55
2015-05-11,5004.7
2015-05-08,5001.795
2015-05-07,4935.825
2015-05-06,4926.635
2015-05-05,4971.305
2015-05-04,5028.32
2015-05-01,4984.065
2015-04-30,4968.755
2015-04-29,5026.835
2015-04-28,5040.79
2015-04-27,5086.685
2015-04-24,5090.79
2015-04-23,5046.19
2015-04-22,5016.635
2015-04-21,5018.865
2015-04-20,4976.44
2015-04-17,4943.21
2015-04-16,5006
2015-04-15,5005.215
2015-04-14,4974.415
2015-04-13,5005.105
2015-04-10,4983.05
2015-04-09,4952.02
2015-04-08,4935.435
2015-04-07,4929.325
2015-04-06,4891.265
2015-04-03,0
2015-04-02,4887.145
2015-04-01,4871.885
2015-03-31,4920.09
2015-03-30,4934.79
2015-03-27,4879.46
2015-03-26,4857.57
2015-03-25,4941.64
2015-03-24,5013.52
2015-03-23,5021.18
2015-03-20,5031.105
2015-03-19,4989.98
2015-03-18,4954.645
2015-03-17,4925.965
2015-03-16,4909.515
2015-03-13,4873.635
2015-03-12,4874.5
2015-03-11,4861.44
2015-03-10,4881.615
2015-03-09,4935.645
2015-03-06,4950.78
2015-03-05,4978.31
2015-03-04,4956.11
2015-03-03,4976.365
2015-03-02,4990.29
2015-02-27,4975.06
2015-02-26,4972.31
2015-02-25,4970.12
2015-02-24,4958.16
2015-02-23,4950.265
2015-02-20,4931.305
2015-02-19,4915.08
2015-02-18,4896.55
2015-02-17,4891.265
2015-02-16,0
2015-02-13,4876.98
2015-02-12,4840.59
2015-02-11,4795.245
2015-02-10,4765.195
2015-02-09,4734.54
2015-02-06,4759.2
2015-02-05,4745.09
2015-02-04,4721.06
2015-02-03,4699.28
2015-02-02,4628.575
2015-01-30,4667.455
2015-01-29,4645.085
2015-01-28,4689.77
2015-01-27,4690.85
2015-01-26,4754.19
2015-01-23,4754.565
2015-01-22,4698.585
2015-01-21,4661.025
2015-01-20,4633.375
2015-01-19,0
2015-01-16,4599.465
2015-01-15,4615.675
2015-01-14,4625.675
2015-01-13,4687.81
2015-01-12,4683.23
2015-01-09,4712.975
2015-01-08,4714.7
2015-01-07,4633.31
2015-01-06,4617.46
2015-01-05,4672.115
2015-01-02,4737.56
2015-01-01,0
2014-12-31,4770.27
2014-12-30,4788.385
2014-12-29,4806.31
2014-12-26,4801.4
2014-12-25,0
2014-12-24,4778.12
2014-12-23,4779.725
2014-12-22,4769.865
2014-12-19,4760.21
2014-12-18,4722.745
2014-12-17,4601.3
2014-12-16,4596.25
2014-12-15,4641.505
2014-12-12,4680.76
2014-12-11,4729.65
2014-12-10,4722.94
2014-12-09,4721.395
2014-12-08,4758.075
2014-12-05,4779.31
2014-12-04,4769.56
2014-12-03,4763.255
2014-12-02,4745.695
2014-12-01,4753.345
2014-11-28,4798.79
2014-11-27,0
2014-11-26,4772.745
2014-11-25,4762.22
2014-11-24,4739.32
2014-11-21,4726.165
2014-11-20,4678.15
2014-11-19,4675.96
2014-11-18,4692.065
2014-11-17,4672.36
2014-11-14,4676.52
2014-11-13,4683.69
2014-11-12,4661.18
2014-11-11,4650.73
2014-11-10,4639.935
2014-11-07,4622.805
2014-11-06,4621.965
2014-11-05,4629.06
2014-11-04,4615.435
2014-11-03,4640.8
2014-10-31,4629.045
2014-10-30,4548.645
2014-10-29,4540.73
2014-10-28,4534.7
2014-10-27,4469.945
2014-10-24,4466.055
2014-10-23,4448.555
2014-10-22,4408.57
2014-10-21,4387.79
2014-10-20,4282.545
2014-10-17,4268.89
2014-10-16,4188.83
2014-10-15,4174.07
2014-10-14,4247.08
2014-10-13,4258.345
2014-10-10,4328.375
2014-10-09,4420.705
2014-10-08,4414.535
2014-10-07,4413.455
2014-10-06,4470.18
2014-10-03,4466.895
2014-10-02,4404.845
2014-10-01,4448.045
2014-09-30,4502.985
2014-09-29,4489.84
2014-09-26,4495.615
2014-09-25,4506.785
2014-09-24,4528.7
2014-09-23,4522.225
2014-09-22,4540.995
2014-09-19,4587.005
2014-09-18,4583.3
2014-09-17,4560.88
2014-09-16,4529.055
2014-09-15,4537.1
2014-09-12,4572.88
2014-09-11,4575.78
2014-09-10,4565.97
2014-09-09,4571.735
2014-09-08,4585.315
2014-09-05,4562.87
2014-09-04,4578.23
2014-09-03,4587.76
2014-09-02,4587.72
2014-09-01,0
2014-08-29,4567.025
2014-08-28,4556.29
2014-08-27,4568.82
2014-08-26,4566.185
2014-08-25,4559.46
2014-08-22,4534.505
2014-08-21,4523.905
2014-08-20,4524.37
2014-08-19,4521.415
2014-08-18,4497.8
2014-08-15,4454.8
2014-08-14,4443.47
2014-08-13,4418.975
2014-08-12,4389.46
2014-08-11,4399.965
2014-08-08,4350.495
2014-08-07,4350.795
2014-08-06,4352.015
2014-08-05,4358.3
2014-08-04,4369.205
2014-08-01,4354.535
2014-07-31,4398.975
2014-07-30,4460.285
2014-07-29,4456
2014-07-28,4434.65
2014-07-25,4444.19
2014-07-24,4475.715
2014-07-23,4469.335
2014-07-22,4453.74
2014-07-21,4418.465
2014-07-18,4406.325
2014-07-17,4388.81
2014-07-16,4434.29
2014-07-15,4420.81
2014-07-14,4442.275
2014-07-11,4403.225
2014-07-10,4383.445
2014-07-09,4404.97
2014-07-08,4407.8
2014-07-07,4462.81
2014-07-04,0
2014-07-03,4474.89
2014-07-02,4458.895
2014-07-01,4448.01
2014-06-30,4407.025
2014-06-27,4385.225
2014-06-26,4363.625
2014-06-25,4361.48
2014-06-24,4371.385
2014-06-23,4365.245
2014-06-20,4361.415
2014-06-19,4355.895
2014-06-18,4342.82
2014-06-17,4328.635
2014-06-16,4311.575
2014-06-13,4303.04
2014-06-12,4306.44
2014-06-11,4326.85
2014-06-10,4329.4
2014-06-09,4333.51
2014-06-06,4314.125
2014-06-05,4270.59
2014-06-04,4236.21
2014-06-03,4228.075
2014-06-02,4227.785
2014-05-30,4237.015
2014-05-29,4238.455
2014-05-28,4227.53
2014-05-27,4220.895
2014-05-26,0
2014-05-23,4167.44
2014-05-22,4148.16
2014-05-21,4118.61
2014-05-20,4102.735
2014-05-19,4102.085
2014-05-16,4067.715
2014-05-15,4067.105
2014-05-14,4113.08
2014-05-13,4141.57
2014-05-12,4119.315
2014-05-09,4048.555
2014-05-08,4074.555
2014-05-07,4056.04
2014-05-06,4106.61
2014-05-05,4112.345
2014-05-02,4130.475
2014-05-01,4127.585
2014-04-30,4093.38
2014-04-29,4090.845
2014-04-28,4062.88
2014-04-25,4097.54
2014-04-24,4142.34
2014-04-23,4143.425
2014-04-22,4151.165
2014-04-21,4101.73
2014-04-18,0
2014-04-17,4087.58
2014-04-16,4062.545
2014-04-15,4000.415
2014-04-14,4018.645
2014-04-11,4029.425
2014-04-10,4112.685
2014-04-09,4153.18
2014-04-08,4093.175
2014-04-07,4092.91
2014-04-04,4192.885
2014-04-03,4250.625
2014-04-02,4272.475
2014-04-01,4243.485
2014-03-31,4196.755
2014-03-28,4174.09
2014-03-27,4158.97
2014-03-26,4218.325
2014-03-25,4238.98
2014-03-24,4240.05
2014-03-21,4306.365
2014-03-20,4308.51
2014-03-19,4308.92
2014-03-18,4309.385
2014-03-17,4287.145
2014-03-14,4257.14
2014-03-13,4291.42
2014-03-12,4296.775
2014-03-11,4324.95
2014-03-10,4323.885
2014-03-07,4345.27
2014-03-06,4356.355
2014-03-05,4353.325
2014-03-04,4342.375
2014-03-03,4261.9
2014-02-28,4309.1
2014-02-27,4303.62
2014-02-26,4297.68
2014-02-25,4291.655
2014-02-24,4291.615
2014-02-21,4273.24
2014-02-20,4249.545
2014-02-19,4253.335
2014-02-18,4260.445
2014-02-17,0
2014-02-14,4238.33
2014-02-13,4205.57
2014-02-12,4201.5
2014-02-11,4175.805
2014-02-10,4135.455
2014-02-07,4098.22
2014-02-06,4043.115
2014-02-05,3997.235
2014-02-04,4024.39
2014-02-03,4051.75
2014-01-31,4096.265
2014-01-30,4115.005
2014-01-29,4068.015
2014-01-28,4083.75
2014-01-27,4094.545
2014-01-24,4163.05
2014-01-23,4208.36
2014-01-22,4236.035
2014-01-21,4210.55
2014-01-20,0
2014-01-17,4202.275
2014-01-16,4211.715
2014-01-15,4207.385
2014-01-14,4154.825
2014-01-13,4138.73
2014-01-10,4158.445
2014-01-09,4162.72
2014-01-08,4158.375
2014-01-07,4142.33
2014-01-06,4121.765
2014-01-03,4138.96
2014-01-02,4146.375
2014-01-01,0
2013-12-31,4169.25
2013-12-30,4150.455
2013-12-27,4164.5
2013-12-26,4164.28
2013-12-25,0
2013-12-24,4151.385
2013-12-23,4138.51
2013-12-20,4088.33
2013-12-19,4054.555
2013-12-18,4024.985
2013-12-17,4023.135
2013-12-16,4031.07
2013-12-13,4004.87
2013-12-12,4003.555
2013-12-11,4032
2013-12-10,4065.25
2013-12-09,4072.64
2013-12-06,4056.105
2013-12-05,4034.485
2013-12-04,4028.245
2013-12-03,4036.1
2013-12-02,4054.685
2013-11-29,4062.575
2013-11-28,0
2013-11-27,4034.73
2013-11-26,4008.24
2013-11-25,3997.125
2013-11-22,3982.33
2013-11-21,3953.865
2013-11-20,3931.845
2013-11-19,3941.955
2013-11-18,3968.91
2013-11-15,3977.595
2013-11-14,3962.45
2013-11-13,3932.445
2013-11-12,3912.47
2013-11-11,3915.03
2013-11-08,3918.675
2013-11-07,3896.7
2013-11-06,3938.44
2013-11-05,3928.45
2013-11-04,3928.48
2013-11-01,3921.34
2013-10-31,3927.15
2013-10-30,3942.92
2013-10-29,3946.03
2013-10-28,3937.335
2013-10-25,3944.3
2013-10-24,3920.07
2013-10-23,3899.65
2013-10-22,3925.865
2013-10-21,3920.68
2013-10-18,3898.495
2013-10-17,3842.46
2013-10-16,3827.315
2013-10-15,3807.06
2013-10-14,3791.345
2013-10-11,3772.875
2013-10-10,3742.915
2013-10-09,3676.09
2013-10-08,3733.32
2013-10-07,3784.915
2013-10-04,3793.13
2013-10-03,3785.065
2013-10-02,3803.865
2013-10-01,3796.08
2013-09-30,3757.855
2013-09-27,3775.51
2013-09-26,3784.26
2013-09-25,3768.93
2013-09-24,3771.445
2013-09-23,3766.34
2013-09-20,3786.44
2013-09-19,3789.87
2013-09-18,3764.195
2013-09-17,3735.67
2013-09-16,3734.355
2013-09-13,3713.305
2013-09-12,3722.46
2013-09-11,3715.405
2013-09-10,3722.91
2013-09-09,3691.77
2013-09-06,3647.92
2013-09-05,3658.09
2013-09-04,3632
2013-09-03,3615.34
2013-09-02,0
2013-08-30,3601.415
2013-08-29,3611.455
2013-08-28,3593.08
2013-08-27,3601.76
2013-08-26,3668.24
2013-08-23,3652.26
2013-08-22,3626.57
2013-08-21,3609.625
2013-08-20,3609.205
2013-08-19,3606.255
2013-08-16,3610.055
2013-08-15,3613.865
2013-08-14,3677.645
2013-08-13,3669.94
2013-08-12,3659.45
2013-08-09,3663.76
2013-08-08,3662.675
2013-08-07,3648.395
2013-08-06,3672.495
