Date,BNB_price,BNB_market_cap,BNB_total_volume,XRP_price,XRP_market_cap,XRP_Total_volume,LTC_price,LTC_market_cap,LTC_total_volume,ETH_price,ETH_market_cap,ETH_total_volume,BTC_price,BTC_market_cap,BTC_total_volume,NASDAQ_Comp_Price
2018-10-12,9.289349963,1341784373,24124215.68,0.382765898,15322354788,919679024,51.30214861,3015319111,541788697,192.0010841,19696329363,1985897939,6234.367641,1.08156E+11,3581191343,7496.89
2018-10-15,9.578718559,1384751891,20781939.75,0.40522945,16207792650,339593825,52.48165902,3084900021,383861468.4,196.3186984,20154043106,1120326805,6328.55476,1.09624E+11,1847113724,7430.74
2018-10-16,10.46706459,1513996077,47373536.67,0.453025899,18121375435,1229625623,55.67753951,3265591077,791981791,212.2030694,21758441437,3003242430,6659.875508,1.15237E+11,6217858944,7645.49
2018-10-17,10.15127852,1464680645,30773523.87,0.475810518,19021766473,696224404,54.94816673,3228179679,437782992.1,212.4442865,21797843240,1278234752,6635.125668,1.14961E+11,2746546151,7642.7
2018-10-18,10.12046587,1461507184,35312865.02,0.47589815,19035355587,711807147,54.76610986,3218216367,499764812.2,211.082693,21665771380,1230898825,6635.741832,1.14953E+11,2820354466,7485.14
2018-10-19,9.850359939,1422818506,29839206.56,0.461449988,18456907922,637016687,52.83990687,3105588735,615535180.1,204.3130489,20978898040,1267340948,6517.511088,1.12971E+11,2625598931,7449.03
2018-10-22,9.89136164,1428730147,26489723.64,0.460829574,18434111773,446592474,53.24742288,3133944110,550958694.8,206.3098268,21194118735,1070945888,6529.670021,1.13208E+11,2127987153,7468.63
2018-10-23,9.823331442,1418914420,22162400.33,0.456776058,18269961761,317539423,52.70468586,3101800944,500471051.3,205.0377549,21065455940,1242296101,6512.589059,1.12906E+11,2655159955,7437.54
2018-10-24,9.852828046,1423175949,29469396.74,0.463953781,18555820664,646754244,52.71373342,3102443154,530751962.7,204.0839456,20971271071,1232758658,6472.799661,1.12228E+11,2784381147,7108.4
2018-10-25,9.764645098,1410437571,25796971.78,0.458797754,18351057348,520379443,52.5313681,3092383231,487208380,203.5221988,20915202601,1220612744,6481.44359,1.12363E+11,2607022302,7318.34
2018-10-26,9.737861459,1406718416,21511304.76,0.460452039,18513396468,445181041,52.28584395,3079362498,571307173.6,202.3530228,20806627800,1165395714,6458.191522,1.1201E+11,2618534041,7167.21
2018-10-29,9.703464182,1398368251,21788778.69,0.463058429,18621107767,334957518,51.92427253,3058894150,502346940.1,204.7223407,21050011679,1039726472,6481.323142,1.12422E+11,2065446089,7050.29
2018-10-30,9.393117409,1356722025,16899091.91,0.44091381,17730905671,480694705,48.83848139,2878069798,688230920.9,195.7514045,20141044165,1525796042,6292.647924,1.09167E+11,3631795693,7161.65
2018-10-31,9.43530055,1362381726,14604141.53,0.446720328,17992858603,227040091,49.16100683,2898278666,523601286.4,197.4484496,20319037427,977416380.7,6331.781808,1.09891E+11,1962209614,7305.9
2018-11-01,9.479385525,1369356961,18835216.9,0.453618031,18235384770,302071252,49.85599625,2938794340,492670260.4,198.6390488,20443374891,1270047763,6366.72011,1.10487E+11,2042670545,7434.06
2018-11-02,9.5705122,1385407963,16905710.05,0.458067702,18407702949,382968051,50.39359645,2977263358,601590416.8,199.122607,20504797884,1320296640,6379.972972,1.10897E+11,2922702484,7356.99
2018-11-05,9.450966456,1365083900,23494936.48,0.459944341,18464055438,618149345,53.32737077,3148050343,699865994.5,206.8144296,21305283380,1796786476,6351.061941,1.10242E+11,3198297932,7328.85
2018-11-06,9.700565893,1401181759,17943490.35,0.49667129,19968924485,924082201,53.40720748,3153117368,711935200.8,209.1088766,21542826214,1497004601,6415.443409,1.11383E+11,3213571991,7375.96
2018-11-07,9.80615103,1415863696,18080929.42,0.549978539,22052163758,1853044743,55.8287612,3292239428,625827602.4,219.1608871,22564364809,1767914757,6474.84729,1.12348E+11,3408876944,7570.75
2018-11-08,9.876521213,1423432060,23171432.31,0.539121323,21647736307,895312331,54.24926811,3201707835,650212823.8,219.0157748,22526589761,1482170343,6574.80118,1.13944E+11,3120683821,7530.88
2018-11-09,9.704750133,1399286952,16279644.19,0.496651479,19989669415,898074716,52.67812212,3117528281,624625160,213.4076344,22014228201,1330922736,6490.454731,1.12723E+11,2402484611,7406.9
2018-11-12,9.526052837,1367649613,16427950.88,0.50878586,20455994330,514239181,51.62525328,3051982403,524685649.2,212.4733247,21915333223,1300514888,6434.284597,1.11773E+11,2943678894,7200.87
2018-11-13,9.407127583,1358172521,16020475.32,0.520972685,20945971834,857397372,50.9523619,3012908092,509584527.2,211.6569092,21835416808,1282532598,6411.353436,1.11386E+11,2651674691,7200.87
2018-11-14,9.311338308,1346186902,16920000.95,0.513351643,20634554378,764601054,50.05774062,2961011453,503989638.9,208.5822965,21526572966,1395382434,6394.289276,1.11127E+11,2890964719,7136.39
2018-11-15,8.525935601,1227621934,17038371.87,0.477334078,19223078148,1739603422,44.16088393,2612621403,795302063.3,184.0225594,18991988237,2658768934,5788.612494,1.00585E+11,5690409837,7259.03
2018-11-16,8.247169297,1191248357,18548034.78,0.486614088,19596800394,1304087630,44.357494,2624848638,767632286.4,182.4482426,18833157524,2461869578,5686.541131,98829079081,4981978553,7247.87
2018-11-19,8.024143392,1155425817,14437436.1,0.513161569,20683559661,1019902684,42.37473601,2510499698,426092578.5,177.7286896,18355720231,1419370369,5638.861481,98118875508,2422604401,7028.48
2018-11-20,6.698609655,968279561.7,19498288.48,0.481709708,19475180318,1849155450,36.96719189,2194681299,1057905126,150.3911628,15568477360,2804845847,4889.197859,85228342224,6126269575,6908.82
2018-11-21,5.832637099,832541432.8,20260209.73,0.436569623,17470153483,1948711156,33.18095466,1953412002,761410918.1,131.4766797,13480873431,3210253186,4450.711454,76601948314,6314969584,6972.25
2018-11-23,5.724389955,832630400.7,9390908.413,0.425897333,17319330511,233415636,31.98518068,1912804668,516602821.6,126.0663876,13145643372,1749233437,4307.388732,75518575145,3055231903,6938.98
2018-11-26,5.211159773,752717119.6,11489580,0.378313185,15256365102,1580182738,31.30971063,1858237336,715038515.4,117.5252775,12164898238,2438195896,4039.836551,70327984591,5226773378,7081.85
2018-11-27,4.939163016,719974004.6,10712379.18,0.359461325,14584111459,1371317182,29.89870436,1774474186,623467618.5,109.4309885,11351812371,1897018311,3811.923529,66796155269,4652103084,7082.7
